Department,Year,Semester,CGPA,Attendance,Club,CareerGoal,Hosteller,Scholarship
AI/ML,1,2,6.06,92,Music Club,Professor,No,
AI/ML,4,7,7.51,77,Sports Club,Data Scientist,Yes,EWS
CS,1,1,9.23,89,Photography Club,Data Scientist,Yes,OBC
ETC,3,6,7.0,73,Robotics Club,AI Engineer,Yes,
IT,2,3,7.46,98,Coding Club,Research Scientist,No,Merit
IT,1,2,6.19,100,NCC,Data Scientist,No,
ETC,2,4,8.85,72,Sports Club,Entrepreneur,Yes,
IT,4,8,7.43,76,Drama Club,Data Scientist,No,SC
EE,4,7,5.55,79,Robotics Club,Robotics Engineer,Yes,Merit
CE,2,4,7.06,80,Photography Club,Pilot,Yes,EWS
EE,4,8,6.04,100,NSS,Robotics Engineer,No,Merit
CE,3,5,8.14,60,Sports Club,Robotics Engineer,Yes,ST
ME,1,1,6.4,64,Drama Club,Software Engineer,Yes,
IT,4,7,7.79,65,Drama Club,Entrepreneur,Yes,OBC
CS,3,5,6.54,77,Drama Club,AI Engineer,No,OBC
IIOT,4,8,8.7,74,Robotics Club,Professor,Yes,SC
AE,1,1,9.0,80,Drama Club,AI Engineer,No,ST
ETC,4,8,6.49,88,Robotics Club,Professor,No,SC
RE,2,4,6.75,70,Photography Club,Professor,Yes,SC
CE,2,3,6.29,99,Coding Club,Professor,No,OBC
EC,4,8,6.32,85,Coding Club,Research Scientist,No,EWS
AI/ML,4,8,8.54,93,Robotics Club,Professor,No,Merit
EC,2,3,9.8,65,Music Club,Professor,No,SC
AI/ML,3,6,6.31,61,Photography Club,Data Scientist,No,Merit
AI/ML,2,4,8.0,95,Sports Club,Software Engineer,Yes,ST
CS,3,6,8.84,86,NSS,Software Engineer,No,EWS
EC,2,3,7.62,60,Sports Club,Pilot,Yes,Merit
ETC,1,2,6.0,72,Robotics Club,AI Engineer,Yes,SC
CT,1,1,6.96,97,Music Club,Professor,No,Merit
EE,4,7,7.45,82,Photography Club,Data Scientist,No,EWS
EC,4,8,8.96,99,Drama Club,Pilot,Yes,Merit
CS,3,5,8.97,87,Drama Club,Robotics Engineer,No,Merit
DS,3,5,7.52,60,Coding Club,Research Scientist,Yes,Merit
CS,4,7,5.85,76,Photography Club,Entrepreneur,Yes,EWS
EC,4,8,8.52,85,NSS,Robotics Engineer,No,
ME,2,3,9.36,78,NCC,Software Engineer,No,EWS
DS,3,6,9.82,68,Sports Club,Robotics Engineer,No,EWS
RE,4,7,7.18,72,Music Club,Data Scientist,Yes,EWS
ME,1,1,7.6,63,Sports Club,Entrepreneur,Yes,Merit
ME,3,5,6.25,96,NSS,Data Scientist,Yes,ST
DS,1,2,7.38,91,NCC,Data Scientist,No,Merit
AE,4,8,8.38,73,Coding Club,AI Engineer,No,
IT,3,6,5.61,74,Drama Club,Professor,Yes,EWS
AI/ML,4,8,8.05,63,Coding Club,Pilot,Yes,
IIOT,3,5,6.06,63,NCC,AI Engineer,Yes,Merit
EC,2,4,7.46,81,Robotics Club,Data Scientist,No,ST
AE,2,4,9.6,72,Robotics Club,AI Engineer,No,Merit
IT,3,6,8.56,88,Drama Club,Professor,Yes,ST
IIOT,2,3,5.59,97,NSS,Professor,Yes,OBC
IIOT,4,7,6.26,91,Music Club,Entrepreneur,No,SC
ETC,4,8,9.8,94,NCC,Data Scientist,No,OBC
ETC,3,6,8.68,94,Sports Club,Software Engineer,Yes,Merit
EC,4,8,7.06,91,NSS,Entrepreneur,Yes,SC
AI/ML,2,3,8.55,67,NCC,Software Engineer,Yes,
EC,4,7,9.18,62,NCC,AI Engineer,No,
ME,3,6,6.54,68,Music Club,Software Engineer,Yes,EWS
IT,4,7,8.84,92,NSS,Entrepreneur,No,
IT,4,7,8.63,84,Drama Club,Entrepreneur,No,ST
AE,4,7,7.42,62,NCC,Research Scientist,Yes,SC
CS,1,2,8.24,83,Music Club,AI Engineer,No,OBC
AI/ML,3,6,7.28,97,Drama Club,Pilot,Yes,
IT,1,2,6.47,75,Coding Club,Professor,Yes,SC
AI/ML,4,8,7.79,80,Music Club,AI Engineer,No,EWS
AI/ML,2,4,6.63,85,Photography Club,AI Engineer,No,ST
IIOT,1,2,7.81,75,Music Club,Data Scientist,No,SC
CT,1,1,7.38,63,Robotics Club,Entrepreneur,Yes,OBC
ETC,1,1,9.37,97,NSS,Entrepreneur,No,ST
IT,1,1,6.15,84,Coding Club,Data Scientist,No,
EE,1,1,9.43,77,NSS,Professor,No,SC
AI/ML,4,7,8.85,60,Drama Club,Data Scientist,Yes,EWS
AI/ML,3,5,7.27,83,Music Club,Pilot,Yes,SC
IT,3,5,7.83,96,Coding Club,AI Engineer,No,EWS
CS,2,4,9.22,76,Photography Club,Robotics Engineer,No,SC
IIOT,3,6,8.95,86,Photography Club,Entrepreneur,Yes,Merit
CE,1,1,9.78,63,Drama Club,Robotics Engineer,No,EWS
AI/ML,2,3,7.01,72,Drama Club,Professor,No,ST
ETC,2,3,8.05,93,Music Club,Data Scientist,Yes,SC
EE,1,2,8.29,82,Robotics Club,Research Scientist,No,SC
ETC,1,2,8.52,99,Music Club,Software Engineer,Yes,Merit
IT,4,8,6.77,76,NCC,Research Scientist,Yes,OBC
IIOT,4,7,7.09,100,NCC,AI Engineer,No,Merit
CT,4,7,9.44,96,Drama Club,Pilot,No,OBC
EE,2,3,6.89,72,NSS,Data Scientist,No,ST
DS,2,3,8.08,80,Robotics Club,Entrepreneur,No,EWS
RE,2,3,8.44,100,NSS,Entrepreneur,Yes,Merit
AI/ML,4,8,8.96,77,Music Club,AI Engineer,Yes,EWS
EE,4,8,7.79,72,NSS,Data Scientist,Yes,
AE,2,3,8.56,92,Sports Club,Professor,Yes,Merit
CS,3,6,7.32,84,Drama Club,Professor,Yes,
EE,3,5,6.64,98,Drama Club,Research Scientist,No,EWS
ETC,2,4,6.58,91,Music Club,AI Engineer,No,ST
DS,3,5,6.59,70,Photography Club,Software Engineer,No,ST
AE,2,3,6.03,81,Robotics Club,AI Engineer,No,SC
EE,3,6,7.72,95,Photography Club,Pilot,Yes,EWS
CE,2,4,5.66,65,Robotics Club,AI Engineer,Yes,SC
CS,1,2,6.06,66,NSS,Robotics Engineer,Yes,Merit
EC,3,6,7.21,71,Drama Club,AI Engineer,No,OBC
DS,1,1,8.47,72,Robotics Club,Data Scientist,No,Merit
DS,1,2,6.01,89,Photography Club,Data Scientist,No,OBC
CE,1,2,5.73,73,Drama Club,Robotics Engineer,Yes,ST
ME,2,4,6.58,71,Photography Club,AI Engineer,No,EWS
IT,2,3,8.88,72,NCC,Entrepreneur,Yes,SC
CT,1,1,6.39,91,NSS,Robotics Engineer,Yes,ST
EC,4,7,6.58,86,NSS,Pilot,No,OBC
ETC,3,6,5.68,99,NCC,Data Scientist,Yes,OBC
RE,2,3,6.16,85,Coding Club,Robotics Engineer,No,OBC
CT,1,1,8.21,64,Coding Club,Research Scientist,No,Merit
AE,1,1,9.76,87,Sports Club,Pilot,No,Merit
AE,4,8,6.81,68,Drama Club,Data Scientist,Yes,EWS
ETC,3,5,7.08,92,Sports Club,Robotics Engineer,Yes,
DS,4,7,9.45,75,Music Club,Pilot,No,SC
AE,3,5,9.63,66,Robotics Club,Research Scientist,Yes,SC
IT,4,7,8.26,82,Drama Club,Pilot,No,
ETC,3,6,9.51,95,Coding Club,Entrepreneur,Yes,
CS,2,3,8.81,74,Drama Club,Professor,Yes,SC
IT,4,7,8.0,82,NSS,Professor,No,SC
DS,4,7,8.97,94,Music Club,Research Scientist,Yes,EWS
EC,4,8,9.32,60,Robotics Club,Professor,Yes,ST
RE,4,7,9.79,69,Music Club,Professor,Yes,SC
EE,1,2,7.57,91,NCC,Research Scientist,No,
CT,4,7,6.84,66,NCC,Professor,Yes,EWS
IT,1,1,7.71,62,Music Club,AI Engineer,No,
EC,2,3,8.6,76,Music Club,Entrepreneur,No,EWS
AE,1,1,8.1,73,Photography Club,AI Engineer,No,
AI/ML,2,4,7.46,97,Sports Club,Software Engineer,Yes,EWS
AE,1,2,8.18,76,NCC,Pilot,No,EWS
AE,2,4,6.31,92,Sports Club,Pilot,Yes,EWS
AE,1,2,6.88,93,NSS,Research Scientist,Yes,ST
IT,1,2,8.91,68,Photography Club,Data Scientist,Yes,
ME,1,1,7.72,92,NSS,AI Engineer,No,EWS
CS,4,7,6.56,71,Photography Club,Pilot,No,EWS
CE,2,4,9.87,63,NCC,Software Engineer,Yes,Merit
CS,2,3,9.4,79,Drama Club,Data Scientist,Yes,OBC
IT,2,3,8.92,80,Photography Club,Professor,Yes,OBC
ETC,4,7,8.88,88,Sports Club,Pilot,No,EWS
IT,2,3,7.59,65,Coding Club,Research Scientist,Yes,EWS
IIOT,2,3,5.78,73,NCC,Entrepreneur,Yes,OBC
EE,1,1,5.84,93,NSS,Research Scientist,No,ST
CS,1,2,7.78,84,NCC,Professor,Yes,OBC
RE,1,2,8.76,74,Robotics Club,AI Engineer,No,ST
CS,2,4,8.59,83,Drama Club,Robotics Engineer,Yes,SC
RE,3,5,7.01,91,Music Club,Research Scientist,Yes,SC
ME,3,5,5.55,74,Drama Club,Data Scientist,Yes,OBC
AI/ML,1,2,6.3,86,Robotics Club,Pilot,No,EWS
IIOT,1,2,9.67,81,Music Club,AI Engineer,Yes,EWS
CT,1,2,7.48,83,Drama Club,Robotics Engineer,No,EWS
ME,4,7,7.33,86,Drama Club,Pilot,No,OBC
AE,1,1,5.89,79,Music Club,Pilot,No,SC
ME,4,7,8.5,91,Coding Club,Entrepreneur,Yes,
CE,1,2,7.28,94,NCC,Entrepreneur,No,SC
CS,4,7,7.18,98,Drama Club,Data Scientist,Yes,OBC
CT,2,4,7.37,72,Drama Club,Robotics Engineer,No,EWS
AI/ML,1,1,9.58,68,Coding Club,Pilot,Yes,
AI/ML,1,1,7.83,85,Music Club,Professor,No,
RE,3,6,6.18,70,Coding Club,Pilot,No,
CS,1,1,9.13,61,Coding Club,Research Scientist,Yes,EWS
CE,1,2,8.0,73,Drama Club,Professor,Yes,SC
DS,2,3,7.95,87,NCC,Data Scientist,Yes,SC
ME,1,2,9.71,80,Robotics Club,Data Scientist,Yes,EWS
CT,3,5,8.83,100,Coding Club,Software Engineer,No,SC
CE,2,3,9.69,93,NSS,Professor,No,Merit
DS,3,5,7.26,86,NSS,Data Scientist,No,SC
EC,4,7,9.75,98,NCC,AI Engineer,No,
DS,3,5,6.72,64,Music Club,Robotics Engineer,No,SC
RE,4,7,8.45,62,NSS,Pilot,No,Merit
CS,3,6,7.21,89,Drama Club,Entrepreneur,No,
AI/ML,4,8,8.42,87,Sports Club,Software Engineer,No,SC
AI/ML,4,8,9.81,72,Photography Club,Data Scientist,Yes,EWS
EE,4,8,9.78,72,NCC,Professor,No,SC
IT,3,6,8.63,71,Sports Club,Entrepreneur,Yes,Merit
EC,4,7,7.08,62,Photography Club,AI Engineer,Yes,
CE,3,6,6.81,68,Music Club,Software Engineer,No,ST
CT,4,7,7.03,99,Photography Club,Data Scientist,No,
DS,4,8,6.92,95,Sports Club,AI Engineer,Yes,
CS,3,6,6.25,64,Photography Club,Data Scientist,Yes,EWS
AE,1,1,6.45,68,NSS,Professor,Yes,Merit
CT,1,2,7.88,74,NCC,Professor,Yes,ST
EE,1,1,7.79,92,NCC,Research Scientist,Yes,EWS
IIOT,3,6,9.41,64,Drama Club,Software Engineer,No,OBC
EE,4,7,6.73,90,Robotics Club,Robotics Engineer,Yes,ST
IT,3,6,7.06,68,Coding Club,Data Scientist,No,ST
RE,1,2,8.06,74,Music Club,Entrepreneur,No,Merit
ME,3,6,7.78,89,Coding Club,Research Scientist,Yes,Merit
ME,4,8,7.6,80,Drama Club,Professor,Yes,OBC
ME,4,7,5.56,82,Drama Club,Robotics Engineer,Yes,OBC
CT,1,2,8.52,87,NCC,Entrepreneur,No,
ME,4,8,6.68,66,Music Club,Data Scientist,No,EWS
IT,1,1,9.73,61,Photography Club,Entrepreneur,Yes,OBC
EC,4,8,7.26,67,Music Club,Pilot,Yes,Merit
EE,1,2,9.12,99,Drama Club,Data Scientist,No,EWS
EC,2,4,6.34,78,Coding Club,Robotics Engineer,No,
EE,1,1,9.29,73,NCC,Data Scientist,No,SC
DS,4,7,6.53,74,NSS,Research Scientist,Yes,
CT,1,2,5.57,81,Music Club,AI Engineer,Yes,ST
IIOT,3,5,7.32,94,Sports Club,Pilot,Yes,OBC
EC,3,5,9.8,63,Drama Club,Data Scientist,No,OBC
DS,2,4,8.82,62,NCC,Software Engineer,No,OBC
CT,2,4,8.85,90,Coding Club,Professor,Yes,EWS
AE,2,3,8.38,79,NSS,AI Engineer,Yes,
AE,2,3,9.16,93,Drama Club,Data Scientist,No,OBC
EE,2,4,7.4,100,Coding Club,Software Engineer,Yes,
RE,3,6,7.87,67,NSS,Pilot,Yes,Merit
RE,4,7,5.52,91,NCC,Entrepreneur,No,OBC
ME,4,7,9.66,64,NCC,Pilot,Yes,EWS
EC,1,2,6.42,95,Coding Club,Professor,No,SC
DS,3,6,7.9,93,Robotics Club,AI Engineer,No,EWS
RE,4,7,9.38,82,Music Club,Entrepreneur,Yes,EWS
DS,2,3,6.29,83,Music Club,Pilot,Yes,
ME,4,8,8.6,65,NCC,Research Scientist,No,EWS
EC,4,8,9.88,61,Robotics Club,Entrepreneur,Yes,OBC
ME,2,3,5.92,67,Photography Club,Entrepreneur,No,EWS
DS,2,4,6.72,99,NCC,Entrepreneur,Yes,SC
CS,3,6,5.99,77,Robotics Club,Research Scientist,Yes,OBC
EE,1,1,8.5,100,Photography Club,Professor,Yes,OBC
IIOT,4,7,9.52,94,Sports Club,AI Engineer,Yes,OBC
AE,1,1,9.61,65,Coding Club,Data Scientist,No,EWS
ETC,3,5,8.87,73,Music Club,Research Scientist,No,
DS,1,2,6.37,82,NSS,Research Scientist,Yes,OBC
ME,4,7,8.2,84,Coding Club,Pilot,No,
IIOT,4,8,8.67,64,Coding Club,AI Engineer,Yes,SC
DS,4,7,6.51,87,NCC,Entrepreneur,Yes,Merit
IIOT,1,1,8.32,89,Robotics Club,Robotics Engineer,No,OBC
RE,4,7,8.09,98,Music Club,Professor,No,SC
CT,3,5,5.57,93,NCC,Entrepreneur,No,Merit
IT,4,8,9.11,94,Sports Club,Professor,Yes,OBC
DS,2,4,8.67,88,Drama Club,Data Scientist,Yes,Merit
ETC,4,7,5.91,79,Drama Club,AI Engineer,No,
AI/ML,2,3,8.01,96,Coding Club,Professor,No,EWS
DS,4,8,5.73,79,Sports Club,Research Scientist,Yes,
CE,2,3,6.49,77,Photography Club,Professor,Yes,SC
ME,4,8,9.48,70,NSS,Professor,Yes,EWS
AI/ML,1,1,9.48,69,NCC,Robotics Engineer,Yes,
CE,2,4,7.5,92,Sports Club,AI Engineer,No,
EE,1,2,6.22,100,Robotics Club,Robotics Engineer,Yes,
ETC,4,8,9.77,75,NCC,Entrepreneur,No,
EC,2,3,8.97,81,Music Club,Data Scientist,No,EWS
EE,4,7,8.79,81,Photography Club,Professor,No,
RE,1,2,6.37,81,Drama Club,Professor,No,EWS
EC,4,8,9.23,75,NCC,Professor,No,
EE,3,6,6.56,63,Photography Club,Professor,No,
ME,1,2,8.04,90,Coding Club,Robotics Engineer,No,EWS
CT,2,3,8.5,79,NSS,Professor,Yes,ST
ETC,2,4,6.71,95,NSS,AI Engineer,Yes,SC
DS,1,2,9.28,65,NCC,Professor,Yes,OBC
IT,2,3,9.23,74,Coding Club,Research Scientist,No,SC
RE,4,7,7.08,62,Music Club,Data Scientist,Yes,Merit
ME,1,2,9.04,93,Music Club,Robotics Engineer,Yes,SC
RE,4,8,8.31,98,Music Club,AI Engineer,Yes,OBC
IT,2,4,7.67,70,Photography Club,Robotics Engineer,Yes,
AE,2,4,7.0,80,Music Club,Entrepreneur,Yes,Merit
AE,3,6,6.01,65,Coding Club,Pilot,No,
IT,3,5,8.31,72,NSS,Data Scientist,Yes,
EE,1,2,6.79,84,Music Club,Pilot,No,Merit
CT,3,6,9.47,98,NSS,Pilot,Yes,
AE,3,5,8.17,72,Music Club,Research Scientist,Yes,EWS
CS,2,4,5.84,75,Robotics Club,Software Engineer,No,EWS
ETC,2,3,8.28,70,Music Club,Professor,No,SC
CE,1,1,9.24,78,NSS,AI Engineer,Yes,ST
CE,4,7,7.32,95,NCC,Research Scientist,Yes,ST
AE,3,5,7.75,96,Robotics Club,Entrepreneur,Yes,Merit
CT,4,8,7.57,85,Photography Club,Professor,No,
DS,1,1,6.51,63,NCC,Entrepreneur,Yes,OBC
EC,2,4,7.45,64,NCC,Entrepreneur,Yes,
CT,1,2,7.85,100,Photography Club,AI Engineer,No,
RE,3,6,8.33,86,NSS,Pilot,No,OBC
DS,2,4,8.15,80,Robotics Club,Entrepreneur,No,ST
IT,4,8,6.59,62,Robotics Club,AI Engineer,No,ST
ETC,4,7,9.9,61,Photography Club,Robotics Engineer,No,Merit
CE,2,4,5.81,97,NCC,Research Scientist,No,ST
AE,3,5,8.16,80,Robotics Club,Robotics Engineer,No,
RE,2,3,6.51,95,Photography Club,Entrepreneur,Yes,OBC
EE,4,7,6.44,89,Music Club,Pilot,Yes,Merit
RE,1,2,7.24,64,Music Club,Data Scientist,No,SC
CE,4,8,8.13,89,NSS,AI Engineer,No,ST
DS,3,6,8.21,87,Music Club,Data Scientist,No,Merit
RE,2,4,5.75,79,Music Club,Entrepreneur,No,OBC
EE,1,1,7.02,78,NCC,Research Scientist,Yes,ST
ME,3,5,9.84,80,Sports Club,Professor,No,EWS
AI/ML,1,2,6.5,74,Sports Club,Data Scientist,Yes,SC
RE,1,1,9.1,62,Robotics Club,Robotics Engineer,Yes,ST
ME,1,1,5.88,67,Coding Club,Entrepreneur,No,EWS
DS,2,3,8.69,76,Robotics Club,Robotics Engineer,Yes,ST
AI/ML,1,1,7.65,74,Drama Club,Research Scientist,Yes,Merit
IT,1,1,9.31,99,Photography Club,Software Engineer,Yes,ST
ETC,4,8,8.84,79,Coding Club,Research Scientist,Yes,OBC
RE,3,5,9.18,93,NCC,Entrepreneur,No,EWS
EE,1,1,7.42,89,NSS,Entrepreneur,Yes,SC
ME,4,7,8.56,98,NSS,Entrepreneur,Yes,
CS,2,4,6.7,98,Robotics Club,Robotics Engineer,No,SC
CS,3,5,8.05,64,Photography Club,Software Engineer,No,Merit
CT,4,7,9.28,65,Music Club,AI Engineer,No,
IIOT,4,8,7.73,93,Photography Club,Pilot,Yes,EWS
IT,2,4,8.01,87,Robotics Club,Pilot,Yes,SC
CT,2,4,9.13,63,Coding Club,Data Scientist,Yes,EWS
DS,1,1,7.52,69,Music Club,Entrepreneur,No,OBC
EE,3,6,9.3,88,Photography Club,Data Scientist,Yes,EWS
IIOT,3,6,9.28,72,Robotics Club,Professor,Yes,SC
CE,4,8,9.66,75,Coding Club,Data Scientist,Yes,ST
IT,4,8,7.14,81,NSS,Entrepreneur,No,OBC
CT,2,4,9.04,96,NSS,AI Engineer,No,ST
IT,3,6,6.5,95,Coding Club,Robotics Engineer,No,OBC
DS,2,4,6.37,86,Music Club,AI Engineer,No,SC
EE,2,4,6.27,84,Robotics Club,Software Engineer,No,OBC
AI/ML,3,5,8.85,72,Coding Club,Entrepreneur,No,SC
ETC,4,7,6.55,97,Coding Club,Software Engineer,Yes,Merit
CT,1,2,7.94,96,Robotics Club,AI Engineer,No,
EE,1,2,5.78,99,Drama Club,Entrepreneur,Yes,SC
RE,2,3,8.72,63,Robotics Club,Entrepreneur,Yes,SC
ETC,4,8,8.64,88,Robotics Club,Robotics Engineer,No,OBC
AI/ML,3,6,7.06,76,Music Club,AI Engineer,Yes,EWS
EC,3,5,6.63,89,Drama Club,Research Scientist,Yes,
CS,2,4,7.12,72,Photography Club,Robotics Engineer,Yes,OBC
AE,2,4,6.16,92,Photography Club,Robotics Engineer,Yes,SC
AI/ML,3,6,8.12,73,Photography Club,Data Scientist,Yes,Merit
EE,4,7,5.56,95,Music Club,Data Scientist,Yes,Merit
CS,1,1,9.59,83,Sports Club,Data Scientist,No,Merit
CE,2,4,8.02,89,Sports Club,Data Scientist,No,Merit
RE,1,2,5.9,71,NCC,Robotics Engineer,No,EWS
CT,1,1,5.87,61,Sports Club,Robotics Engineer,No,OBC
EC,3,6,8.67,77,Coding Club,AI Engineer,Yes,ST
RE,2,3,8.25,82,Photography Club,Data Scientist,No,EWS
IIOT,3,5,7.78,99,Robotics Club,Professor,No,Merit
AI/ML,3,6,9.14,69,Drama Club,Entrepreneur,Yes,ST
RE,1,1,7.52,72,NSS,Professor,Yes,Merit
CT,1,1,6.72,82,NSS,AI Engineer,No,SC
RE,2,3,9.75,70,Sports Club,Software Engineer,No,
ME,1,1,8.31,76,Drama Club,Pilot,No,
CE,2,3,9.26,97,Photography Club,Research Scientist,No,SC
ME,3,6,8.89,76,Drama Club,AI Engineer,No,OBC
ETC,2,4,7.73,77,Music Club,Data Scientist,No,
RE,2,3,8.02,83,Coding Club,Research Scientist,Yes,Merit
IIOT,2,3,9.88,75,Sports Club,Entrepreneur,Yes,
EC,4,8,8.3,69,Photography Club,Pilot,Yes,Merit
ETC,2,3,8.87,93,NCC,Research Scientist,Yes,
CS,4,8,6.09,65,Music Club,Robotics Engineer,No,ST
ME,2,4,9.21,81,Music Club,Software Engineer,No,Merit
ME,2,4,6.54,65,Sports Club,Data Scientist,Yes,ST
ETC,2,3,8.19,61,Sports Club,AI Engineer,Yes,SC
IT,3,6,7.65,72,NCC,Robotics Engineer,No,EWS
CT,2,4,8.18,77,Music Club,Data Scientist,No,ST
AE,2,4,6.02,63,Coding Club,Robotics Engineer,Yes,SC
EC,4,7,8.87,100,Drama Club,Data Scientist,No,SC
AI/ML,2,3,6.06,81,Music Club,Robotics Engineer,Yes,SC
EC,2,4,9.62,96,NCC,AI Engineer,Yes,SC
CE,2,3,7.14,61,Music Club,Pilot,Yes,
CT,2,4,8.41,67,Drama Club,AI Engineer,Yes,EWS
EE,4,8,5.6,75,Coding Club,AI Engineer,Yes,Merit
RE,1,1,8.11,65,Photography Club,AI Engineer,Yes,SC
ETC,1,1,7.76,61,Sports Club,Software Engineer,No,OBC
EC,3,5,9.17,61,Robotics Club,Professor,No,OBC
AI/ML,1,2,7.15,91,Photography Club,Pilot,Yes,ST
ETC,2,3,7.64,70,Robotics Club,Data Scientist,No,EWS
CS,1,1,7.37,83,NSS,Pilot,Yes,SC
EE,3,6,9.25,70,Music Club,Pilot,No,ST
EE,3,6,8.14,89,NCC,Research Scientist,No,ST
RE,2,3,6.31,92,NSS,Data Scientist,Yes,
ME,1,2,9.04,91,Coding Club,Software Engineer,No,ST
IIOT,1,1,8.54,78,Robotics Club,Robotics Engineer,No,OBC
CE,4,7,8.13,92,Photography Club,Research Scientist,Yes,ST
ME,4,7,7.67,95,NCC,Robotics Engineer,Yes,ST
CS,2,3,9.64,95,NCC,AI Engineer,No,
AE,3,6,8.0,74,NSS,Data Scientist,Yes,Merit
AE,3,5,6.44,79,Sports Club,Data Scientist,Yes,EWS
RE,4,7,8.34,74,Photography Club,Data Scientist,No,Merit
CT,1,1,7.77,99,NSS,Data Scientist,Yes,Merit
ETC,4,8,6.29,90,Drama Club,Entrepreneur,Yes,SC
IIOT,1,1,7.73,90,Robotics Club,Professor,No,ST
ETC,1,1,9.4,96,NSS,Pilot,Yes,Merit
EE,4,8,7.39,98,NSS,Research Scientist,No,OBC
CT,1,1,8.29,61,Robotics Club,Data Scientist,Yes,ST
IT,2,3,7.07,81,Drama Club,Entrepreneur,Yes,
CT,2,4,9.14,82,Sports Club,Pilot,No,SC
RE,3,5,6.62,85,NSS,AI Engineer,No,ST
DS,1,2,6.66,65,NCC,Pilot,Yes,Merit
CE,2,4,7.75,84,Coding Club,Professor,Yes,EWS
CT,3,6,8.3,75,Music Club,Software Engineer,No,ST
ETC,1,1,6.72,70,Coding Club,Data Scientist,No,EWS
AI/ML,3,5,9.61,100,Sports Club,Robotics Engineer,Yes,ST
AE,3,6,5.8,79,Photography Club,Pilot,Yes,
CT,4,7,6.2,63,Photography Club,Professor,No,ST
CT,1,1,6.62,69,Robotics Club,Software Engineer,No,Merit
DS,3,5,9.33,61,NCC,Pilot,Yes,Merit
ME,3,6,7.14,87,Photography Club,Software Engineer,Yes,Merit
EE,3,6,5.76,80,Music Club,Pilot,Yes,SC
ETC,2,3,8.03,77,Coding Club,Robotics Engineer,No,SC
CT,4,7,5.59,82,NCC,Professor,Yes,SC
ETC,1,1,9.06,97,Robotics Club,Data Scientist,No,
EC,4,8,9.72,66,Photography Club,Pilot,No,
AE,4,7,6.48,68,NCC,Data Scientist,No,EWS
RE,4,8,5.99,73,Drama Club,Research Scientist,Yes,Merit
EC,4,8,8.42,69,Robotics Club,Entrepreneur,No,EWS
RE,1,1,9.52,74,Photography Club,Software Engineer,Yes,EWS
DS,3,5,7.94,89,Sports Club,Software Engineer,Yes,
CT,3,6,9.24,70,Photography Club,Entrepreneur,Yes,SC
IIOT,3,6,8.2,86,Photography Club,Data Scientist,No,
IT,1,2,8.89,73,Coding Club,Data Scientist,Yes,ST
AI/ML,2,4,7.93,95,NSS,Data Scientist,No,OBC
DS,2,4,9.35,67,Drama Club,Professor,Yes,EWS
CS,3,5,9.07,73,NSS,Professor,Yes,Merit
ME,2,4,7.97,99,Sports Club,AI Engineer,Yes,EWS
RE,3,5,9.02,73,Sports Club,Pilot,Yes,OBC
AI/ML,2,3,8.42,68,Robotics Club,Software Engineer,No,OBC
CT,2,3,6.96,81,Music Club,AI Engineer,No,OBC
ETC,3,6,9.6,96,NSS,Software Engineer,Yes,
CE,4,7,6.76,77,Music Club,Robotics Engineer,No,EWS
RE,1,2,8.02,87,Drama Club,Professor,Yes,ST
AE,2,4,7.59,60,Coding Club,Software Engineer,Yes,EWS
AE,2,4,8.77,95,Sports Club,Pilot,Yes,SC
ETC,1,2,8.7,100,NCC,Software Engineer,No,
EC,4,7,7.42,88,Robotics Club,Entrepreneur,No,
ME,1,1,6.08,66,Robotics Club,Data Scientist,No,
DS,1,1,8.0,72,NCC,Research Scientist,Yes,Merit
EE,2,3,7.21,81,Robotics Club,Professor,Yes,ST
RE,4,7,7.35,86,Robotics Club,Data Scientist,Yes,ST
AI/ML,2,4,9.82,66,Coding Club,Data Scientist,No,ST
CT,4,7,7.26,80,NSS,Pilot,No,Merit
IIOT,4,7,6.61,91,Photography Club,Research Scientist,Yes,SC
AI/ML,4,7,7.44,78,Sports Club,Professor,No,EWS
CS,1,2,7.76,86,Robotics Club,Data Scientist,No,
AI/ML,1,1,8.41,92,NSS,Data Scientist,Yes,OBC
ETC,1,2,8.84,98,Robotics Club,Robotics Engineer,No,
ETC,4,7,8.57,98,Music Club,Professor,No,EWS
AE,3,6,9.16,69,Coding Club,AI Engineer,Yes,EWS
IT,2,4,8.71,83,Music Club,Research Scientist,Yes,EWS
CS,2,3,8.3,61,Photography Club,Data Scientist,Yes,OBC
AE,1,2,7.2,71,Robotics Club,Research Scientist,No,ST
AI/ML,2,4,5.56,82,Drama Club,AI Engineer,Yes,OBC
AI/ML,1,1,9.46,64,Sports Club,Robotics Engineer,No,Merit
DS,4,8,6.02,80,Robotics Club,Robotics Engineer,No,SC
IIOT,2,3,5.54,94,NSS,Robotics Engineer,No,Merit
ME,3,5,7.7,62,Coding Club,Software Engineer,No,EWS
CE,1,1,7.23,100,Coding Club,Software Engineer,Yes,SC
DS,4,8,8.91,81,Sports Club,AI Engineer,Yes,ST
RE,3,6,9.49,100,Sports Club,Research Scientist,Yes,EWS
AE,1,2,6.44,72,Photography Club,Robotics Engineer,Yes,
IIOT,2,4,6.21,76,Photography Club,Entrepreneur,No,EWS
RE,1,2,9.81,98,NCC,Research Scientist,No,
EE,3,6,5.75,84,Music Club,Entrepreneur,No,EWS
IIOT,2,4,8.16,83,Sports Club,Pilot,No,OBC
